cust_key,customer_id,age,gender,tenure_months,credit_score,num_products,is_churned,churn_month,clv_ltv,avg_monthly_balance,avg_ticket_res_time_hrs,total_tickets,high_severity_tickets,offers_received,offers_accepted,offer_acceptance_rate,dw_start_date,dw_end_date,is_current,geography
3121,15643966,45,Male,36,616,1,0,NULL,9787.94,135943.66208333333,NULL,1,1,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3127,15644174,27,Male,48,638,1,1,2024-02,13292.75,138466.11071428572,NULL,5,2,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3134,15644297,38,Male,60,732,2,0,NULL,21483.45,179028.74666666667,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3139,15644453,41,Female,48,606,1,1,2024-06,12647.88,131748.71555555554,NULL,0,0,2,1,0.5,2024-12-31,9999-12-31,1,Germany
3143,15644621,40,Female,108,597,2,0,NULL,23237.9,107582.88291666667,NULL,2,1,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3149,15644765,26,Male,48,689,2,0,NULL,11904.48,124004.98958333336,NULL,0,0,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3156,15644882,36,Female,120,616,2,0,NULL,18649.74,77707.25875,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3157,15644896,32,Male,36,663,1,0,NULL,7811.59,108494.30458333333,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3161,15644994,54,Male,48,714,3,1,2024-05,13236.51,137880.30235294116,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,Germany
3166,15645103,25,Male,60,812,1,0,NULL,6763.2,56360.027916666666,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3169,15645200,54,Female,24,581,1,1,2024-05,7551.81,157329.27764705883,NULL,0,0,4,2,0.5,2024-12-31,9999-12-31,1,Germany
3172,15645271,24,Male,96,615,2,1,2024-03,20682.72,107722.48199999999,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3173,15645316,58,Female,12,612,1,0,NULL,3593.15,149714.51125,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3176,15645355,34,Male,36,677,1,1,2024-05,9353.19,129905.40705882352,NULL,1,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3177,15645371,51,Female,84,613,2,1,2024-06,24242.43,144300.17555555556,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3184,15645544,30,Female,60,642,1,0,NULL,15463.02,128858.49500000001,NULL,2,1,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3191,15645637,39,Female,72,798,2,0,NULL,17246.92,119770.28291666666,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3201,15645847,35,Male,24,569,2,1,2024-03,5329.48,111030.85199999998,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3202,15645896,39,Male,72,646,2,0,NULL,16891.7,117303.46625,-2.78,2,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3220,15646366,41,Male,96,521,1,0,NULL,22210.1,115677.6175,NULL,3,1,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3222,15646374,28,Female,36,766,2,0,NULL,4455.23,61878.16874999999,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3233,15646615,28,Male,12,576,3,0,NULL,2877.62,119900.93375000001,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,Germany
3238,15646764,58,Female,36,617,2,1,2024-07,8315.42,115491.88894736842,NULL,4,3,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3240,15646810,44,Male,72,603,3,1,2024-09,15741.4,109315.30142857143,6.82,6,5,4,1,0.25,2024-12-31,9999-12-31,1,Germany
3242,15646859,47,Male,84,621,1,0,NULL,18260.14,108691.29499999998,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3243,15646936,32,Female,24,631,2,0,NULL,6957.58,144949.54958333334,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3246,15647008,54,Male,36,624,1,1,2024-02,8560.09,118890.12928571428,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3247,15647091,19,Male,0,725,1,0,NULL,0.0,76394.78749999999,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3257,15647301,45,Female,36,549,2,0,NULL,10459.11,145265.46333333335,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3265,15647546,40,Female,96,688,1,0,NULL,28989.55,150987.25999999998,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3266,15647570,45,Male,96,640,1,0,NULL,23882.01,124385.44291666668,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3269,15647782,36,Male,96,729,2,0,NULL,29319.77,152707.14416666664,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3272,15647838,51,Female,24,648,2,1,2024-06,5528.56,115178.3511111111,2.28,2,2,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3273,15647842,48,Female,96,601,2,1,2024-02,23102.56,120325.84857142856,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3278,15647975,26,Male,60,651,1,0,NULL,17962.53,149687.73666666666,NULL,1,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3282,15648047,27,Male,60,742,3,0,NULL,22940.11,191167.5758333333,12.23,2,1,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3286,15648075,47,Female,60,686,1,1,2024-08,20291.96,169099.70500000005,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3287,15648136,28,Female,108,658,1,0,NULL,32254.41,149325.96291666667,NULL,1,1,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3288,15648178,23,Female,48,630,1,0,NULL,12778.83,133112.78666666665,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3292,15648362,45,Male,36,728,2,1,2024-09,7770.14,107918.6057142857,10.265,4,2,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3293,15648367,29,Female,72,600,3,0,NULL,10489.51,72843.82000000002,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,Germany
3294,15648455,51,Male,48,647,2,0,NULL,12471.59,129912.37374999998,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3301,15648702,70,Male,72,775,3,0,NULL,17561.38,121954.03125,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3307,15648800,21,Female,96,731,1,1,2024-03,25416.62,132378.234,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3310,15648881,40,Male,0,581,2,1,2024-05,0.0,103308.0182352941,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3312,15648933,44,Male,36,831,1,1,2024-07,8078.89,112206.76,NULL,0,0,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3314,15648967,64,Female,12,698,1,1,2024-03,4146.05,172752.1286666667,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3317,15649033,55,Female,84,603,2,1,2024-08,21309.2,126840.451,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3318,15649060,31,Female,36,727,2,0,NULL,5785.98,80360.77124999998,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3319,15649078,27,Female,96,850,3,0,NULL,21389.15,111401.83875,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3332,15649280,40,Female,108,521,1,0,NULL,28126.16,130213.69541666664,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,Germany
3342,15649450,24,Male,72,805,2,0,NULL,20486.37,142266.48416666666,1.0000000000000002,9,6,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3344,15649457,41,Male,24,588,2,0,NULL,6401.92,133373.35375,NULL,0,0,2,1,0.5,2024-12-31,9999-12-31,1,Germany
3345,15649487,38,Female,48,578,2,1,2024-04,10950.52,114067.86750000001,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3348,15649536,38,Male,48,741,1,0,NULL,12629.72,131559.55249999996,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3350,15649618,39,Female,84,799,2,0,NULL,27628.67,164456.36000000002,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3351,15649668,36,Female,120,637,3,0,NULL,34912.72,145469.65583333335,NULL,1,1,4,1,0.25,2024-12-31,9999-12-31,1,Germany
3367,15650266,39,Male,24,679,2,0,NULL,7212.77,150266.00083333332,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3368,15650288,35,Male,72,634,1,0,NULL,16519.97,114721.98791666667,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3369,15650313,65,Male,72,632,2,0,NULL,18234.62,126629.27083333333,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3374,15650432,41,Male,120,849,2,0,NULL,20261.58,84423.25875000001,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3375,15650437,32,Male,96,522,1,0,NULL,24189.67,125987.87708333331,-6.32,1,1,2,1,0.5,2024-12-31,9999-12-31,1,Germany
3376,15650442,32,Female,96,644,1,1,2024-07,27332.67,142357.63578947366,-7.02,1,1,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3379,15650538,48,Female,84,445,1,1,2024-03,28899.52,172020.97933333332,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3382,15650591,50,Male,120,809,1,1,2024-06,28868.97,120287.3927777778,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3383,15650670,40,Female,24,567,1,0,NULL,5170.56,107720.04916666668,NULL,0,0,2,1,0.5,2024-12-31,9999-12-31,1,Germany
3386,15650889,30,Female,120,710,3,0,NULL,32851.53,136881.37125,NULL,2,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3389,15651001,39,Female,60,725,2,0,NULL,13814.26,115118.84291666666,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3391,15651022,44,Male,120,480,1,1,2024-09,30822.89,128428.70904761905,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,Germany
3392,15651052,46,Male,24,399,1,1,2024-02,6064.23,126338.03499999999,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3393,15651063,37,Female,108,524,2,0,NULL,27121.36,125561.83000000002,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3394,15651075,35,Male,36,562,1,0,NULL,10337.35,143574.29666666666,NULL,1,1,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3398,15651144,35,Female,24,632,1,0,NULL,7164.6,149262.43083333335,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3399,15651264,51,Male,48,850,1,1,2024-01,11809.0,123010.41615384615,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3401,15651280,35,Male,60,742,1,0,NULL,16699.25,139160.4108333333,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3407,15651450,31,Male,36,666,2,0,NULL,9129.41,126797.29375,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3409,15651533,50,Female,60,570,1,1,2024-02,15214.65,126788.77142857145,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3410,15651554,54,Female,48,618,1,1,2024-02,11243.49,117119.72285714284,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3411,15651581,68,Male,72,758,1,1,2024-03,15758.05,109430.88266666666,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3412,15651585,35,Male,24,661,1,0,NULL,5333.12,111106.7466666667,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3413,15651627,39,Male,12,628,1,1,2024-08,2885.26,120219.274,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3422,15651883,55,Female,72,794,1,1,2024-06,16412.73,113977.29777777779,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3423,15651900,53,Female,12,782,1,1,2024-01,1997.68,83236.64846153847,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3428,15652030,49,Male,24,637,1,1,2024-04,5232.65,109013.60625000001,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3429,15652048,44,Male,84,563,3,0,NULL,17527.06,104327.72541666667,2.53,3,2,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3436,15652266,42,Male,108,703,1,0,NULL,13962.03,64639.01250000003,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3451,15652782,48,Male,24,678,2,0,NULL,4986.99,103895.66000000002,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3455,15652883,39,Male,120,492,2,0,NULL,28657.06,119404.41916666669,NULL,1,0,2,1,0.5,2024-12-31,9999-12-31,1,Germany
3459,15652981,30,Male,24,600,1,0,NULL,5732.28,119422.5525,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3460,15652999,33,Male,12,742,1,0,NULL,3292.51,137187.79208333333,5.8500000000000005,4,2,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3462,15653050,76,Female,120,719,2,0,NULL,22925.66,95523.58291666665,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3466,15653222,32,Female,72,526,2,0,NULL,18773.18,130369.30541666671,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3470,15653306,32,Female,0,679,2,0,NULL,0.0,85929.88666666667,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3476,15653521,40,Female,84,850,1,0,NULL,17719.07,105470.62583333334,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3486,15653776,57,Female,12,720,4,1,2024-05,3891.74,162156.03000000003,NULL,2,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3489,15653849,48,Female,36,572,1,1,2024-07,11475.9,159387.55105263158,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3491,15653937,53,Female,12,638,1,1,2024-05,2883.61,120150.52352941176,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3492,15653952,38,Female,36,581,1,0,NULL,9945.14,138126.98583333334,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,Germany
3499,15654096,24,Female,120,779,3,0,NULL,29447.17,122696.54916666668,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3501,15654156,32,Female,60,722,1,0,NULL,12909.86,107582.17333333334,2.27,2,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3506,15654230,31,Male,60,526,1,0,NULL,17266.32,143885.99666666667,-5.35,2,1,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3509,15654292,33,Male,96,565,2,0,NULL,24889.12,129630.81208333334,NULL,2,1,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3511,15654300,33,Male,108,530,1,0,NULL,15758.45,72955.78458333334,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3513,15654346,35,Male,12,679,2,0,NULL,3177.75,132406.0670833333,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3514,15654372,34,Male,12,462,2,0,NULL,2328.92,97038.34666666666,NULL,1,1,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3519,15654456,48,Male,72,511,1,1,2024-06,21798.27,151376.86444444445,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3523,15654495,47,Female,72,706,1,0,NULL,17039.5,118329.85458333335,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3528,15654574,36,Male,60,499,1,0,NULL,15573.48,129779.01375000004,NULL,1,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3529,15654577,54,Male,60,549,1,1,2024-07,11253.11,93775.87578947369,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3530,15654611,25,Female,108,736,2,0,NULL,17551.67,81257.72125,NULL,0,0,4,1,0.25,2024-12-31,9999-12-31,1,Germany
3531,15654625,39,Male,96,495,2,0,NULL,23512.58,122461.33083333336,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3532,15654654,33,Female,84,725,3,0,NULL,19769.72,117676.8825,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3535,15654733,57,Male,36,794,1,1,2024-01,8596.81,119400.08,NULL,7,1,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3551,15655175,40,Male,48,740,2,1,2024-08,10891.68,113455.01050000002,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3553,15655213,51,Female,96,591,1,1,2024-07,25858.99,134682.26157894736,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3554,15655229,35,Female,84,850,2,0,NULL,19648.51,116955.43666666663,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3555,15655232,35,Male,72,437,1,0,NULL,18386.36,127683.08958333335,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3557,15655252,41,Male,120,758,1,0,NULL,19669.0,81954.15291666667,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3563,15655360,72,Female,60,782,1,1,2024-05,17890.73,149089.43647058823,NULL,0,0,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3566,15655410,49,Male,12,768,1,1,2024-09,3247.68,135320.01714285716,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3567,15655436,47,Male,24,839,1,1,2024-06,6635.02,138229.54333333333,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3569,15655574,40,Female,96,698,1,0,NULL,28876.3,150397.37166666667,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3580,15655961,27,Male,12,756,1,0,NULL,3189.62,132900.94374999998,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3581,15656005,31,Male,84,592,2,0,NULL,20896.22,124382.28750000002,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3588,15656121,31,Male,72,733,2,0,NULL,22972.38,159530.38624999995,16.83,1,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3590,15656148,29,Female,48,376,3,1,2024-08,10863.06,113156.8925,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3599,15656322,33,Male,36,571,1,0,NULL,5271.89,73220.76208333333,NULL,0,0,4,2,0.5,2024-12-31,9999-12-31,1,Germany
3609,15656592,48,Male,96,646,2,0,NULL,31751.73,165373.6091666667,6.53,3,2,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3610,15656597,38,Male,24,432,2,0,NULL,6566.53,136802.68041666667,NULL,3,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3618,15656822,43,Male,60,568,4,1,2024-01,10124.94,84374.49615384616,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3621,15656865,69,Male,108,613,1,0,NULL,16687.26,77255.82749999998,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3630,15657163,42,Male,12,623,2,0,NULL,3602.34,150097.52,NULL,1,1,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3632,15657228,37,Male,108,545,1,0,NULL,21236.6,98317.59916666668,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3633,15657284,47,Male,72,674,1,1,2024-08,15614.2,108431.9375,6.975,4,4,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3636,15657321,27,Male,96,712,2,0,NULL,21263.49,110747.34874999996,NULL,0,0,5,1,0.2,2024-12-31,9999-12-31,1,Germany
3637,15657342,28,Male,48,850,2,1,2024-06,14665.7,152767.66166666668,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3638,15657349,50,Female,96,803,1,1,2024-08,19052.18,99230.12950000001,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3639,15657386,43,Male,12,712,2,0,NULL,3497.33,145721.875,2.07,2,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3642,15657449,25,Male,36,446,1,0,NULL,9838.96,136652.2325,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3643,15657468,53,Female,60,711,1,0,NULL,14199.19,118326.57708333334,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3644,15657529,53,Male,12,714,1,1,2024-01,2438.44,101601.85461538461,NULL,0,0,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3648,15657566,24,Male,96,634,2,0,NULL,19846.39,103366.62958333333,NULL,1,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3651,15657747,43,Female,108,611,2,0,NULL,27787.64,128646.50208333328,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3657,15657829,30,Male,96,806,1,1,2024-08,31731.1,165266.12699999998,NULL,2,1,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3659,15657868,40,Male,72,850,1,0,NULL,13760.85,95561.46541666664,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3661,15657937,22,Male,0,709,1,0,NULL,0.0,111573.585,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3662,15657957,26,Female,96,602,1,1,2024-08,21111.15,109953.92650000002,-5.41,2,2,4,1,0.25,2024-12-31,9999-12-31,1,Germany
3666,15658067,48,Female,36,636,2,1,2024-06,8580.61,119175.19499999999,NULL,1,1,4,2,0.5,2024-12-31,9999-12-31,1,Germany
3669,15658158,23,Female,120,672,2,0,NULL,26005.86,108357.73500000003,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3677,15658339,37,Male,24,795,3,0,NULL,6776.77,141182.77250000005,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3679,15658364,40,Female,12,807,1,0,NULL,3200.42,133350.8295833333,1.2000000000000002,7,3,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3688,15658504,62,Female,108,584,1,0,NULL,29778.62,137863.9625,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3690,15658548,36,Female,72,646,2,0,NULL,20259.75,140692.67875,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,Germany
3693,15658614,38,Female,84,565,2,0,NULL,24241.96,144297.3820833333,NULL,2,1,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3696,15658675,37,Male,72,710,1,0,NULL,19160.12,133056.36958333332,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3698,15658716,37,Female,60,667,3,1,2024-04,11184.76,93206.3575,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3703,15658890,46,Male,48,603,2,0,NULL,9579.84,99789.96625000001,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3705,15658935,34,Female,108,630,2,0,NULL,22880.21,105926.91583333335,NULL,0,0,2,1,0.5,2024-12-31,9999-12-31,1,Germany
3706,15658946,40,Male,120,579,2,0,NULL,11253.69,46890.36041666666,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3707,15658956,40,Male,72,505,2,0,NULL,6785.3,47120.105,NULL,0,0,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3710,15658980,26,Male,108,711,1,0,NULL,27268.61,126243.58375,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3711,15658982,28,Female,60,650,3,1,2024-04,14677.47,122312.22249999999,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3717,15659094,34,Female,96,765,3,0,NULL,26827.41,139726.06833333336,4.62,1,1,2,1,0.5,2024-12-31,9999-12-31,1,Germany
3726,15659305,19,Male,96,605,1,0,NULL,31664.3,164918.23958333334,-1.28,7,4,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3732,15659399,50,Male,84,516,2,0,NULL,23477.61,139747.68125,NULL,0,0,5,2,0.4,2024-12-31,9999-12-31,1,Germany
3736,15659486,34,Male,108,586,2,0,NULL,16084.61,74465.79625,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3739,15659557,28,Female,48,811,2,0,NULL,15928.36,165920.38124999998,NULL,0,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3742,15659651,31,Female,84,531,2,1,2024-06,20656.63,122956.12333333332,NULL,1,1,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3745,15659694,53,Female,36,634,2,1,2024-08,8387.57,116494.0375,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3747,15659736,66,Male,60,716,2,1,2024-09,14835.65,123630.41476190476,NULL,1,0,1,1,1.0,2024-12-31,9999-12-31,1,Germany
3752,15659931,55,Female,12,637,1,1,2024-04,2968.14,123672.604375,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3761,15660211,35,Male,84,629,2,0,NULL,26301.04,156553.80458333335,NULL,1,1,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3763,15660271,26,Male,96,688,1,0,NULL,27570.3,143595.31708333336,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3764,15660301,70,Male,72,491,3,0,NULL,21596.61,149976.46583333338,3.05,2,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3765,15660316,34,Female,12,420,1,1,2024-07,3273.92,136413.40789473685,NULL,2,2,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3769,15660417,43,Female,120,613,1,1,2024-01,28827.87,120116.10461538461,8.93,2,1,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3773,15660505,46,Male,24,735,1,1,2024-02,5072.2,105670.93500000001,NULL,0,0,4,3,0.75,2024-12-31,9999-12-31,1,Germany
3774,15660524,54,Female,108,572,2,0,NULL,21151.33,97922.81583333334,NULL,1,1,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3779,15660602,33,Male,96,464,2,0,NULL,32268.77,168066.5291666667,NULL,8,4,4,0,0.0,2024-12-31,9999-12-31,1,Germany
3789,15660833,39,Male,60,796,2,0,NULL,10544.47,87870.54791666666,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3796,15661034,29,Female,60,813,1,1,2024-04,12295.82,102465.14999999998,NULL,0,0,4,2,0.5,2024-12-31,9999-12-31,1,Germany
3799,15661198,34,Male,24,727,1,0,NULL,7153.77,149036.94166666665,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3802,15661275,52,Male,36,532,1,1,2024-09,7644.21,106169.64904761904,NULL,0,0,3,1,0.3333333333333333,2024-12-31,9999-12-31,1,Germany
3803,15661290,38,Female,108,785,2,0,NULL,23235.27,107570.6929166667,20.97,12,7,1,0,0.0,2024-12-31,9999-12-31,1,Germany
3810,15661473,51,Male,48,780,2,1,2024-06,11947.67,124454.88500000001,2.146666666666667,8,4,0,0,NULL,2024-12-31,9999-12-31,1,Germany
3812,15661526,37,Male,24,815,1,0,NULL,5295.88,110330.77208333333,NULL,0,0,5,0,0.0,2024-12-31,9999-12-31,1,Germany
3816,15661591,39,Male,12,413,2,0,NULL,3117.42,129892.51624999999,NULL,0,0,2,0,0.0,2024-12-31,9999-12-31,1,Germany
3817,15661626,45,Female,72,732,2,1,2024-03,14502.57,100712.27333333335,NULL,1,0,3,0,0.0,2024-12-31,9999-12-31,1,Germany
3820,15661670,31,Female,96,524,1,1,2024-07,20921.69,108967.12578947366,NULL,0,0,0,0,NULL,2024-12-31,9999-12-31,1,Germany
